COUNTRY,STATE/PROVINCE,YEAR,REPORTING_SITES
US,SD,2023,38
US,SD,2024,29
US,TN,1988,61
US,TN,1989,85
US,TN,1990,67
US,TN,1991,59
US,TN,1992,47
US,TN,1993,42
US,TN,1994,67
US,TN,1995,73
US,TN,1996,66
US,TN,1997,69
US,TN,1998,80
US,TN,1999,103
US,TN,2000,137
US,TN,2001,139
US,TN,2002,137
US,TN,2003,145
US,TN,2004,146
US,TN,2005,133
US,TN,2006,130
US,TN,2007,162
US,TN,2008,159
US,TN,2009,143
US,TN,2010,138
US,TN,2011,137
US,TN,2012,138
US,TN,2013,149
US,TN,2014,156
US,TN,2015,146
US,TN,2016,148
US,TN,2017,150
US,TN,2018,156
US,TN,2019,159
US,TN,2020,220
US,TN,2021,231
US,TN,2022,247
US,TN,2023,271
US,TN,2024,196
US,TX,1988,103
US,TX,1989,166
US,TX,1990,165
US,TX,1991,160
US,TX,1992,156
US,TX,1993,129
US,TX,1994,140
US,TX,1995,144
US,TX,1996,132
US,TX,1997,154
US,TX,1998,175
US,TX,1999,203
US,TX,2000,296
US,TX,2001,319
US,TX,2002,269
US,TX,2003,303
US,TX,2004,281
US,TX,2005,269
US,TX,2006,264
US,TX,2007,279
US,TX,2008,267
US,TX,2009,286
US,TX,2010,284
US,TX,2011,365
US,TX,2012,466
US,TX,2013,442
US,TX,2014,430
US,TX,2015,446
US,TX,2016,451
US,TX,2017,473
US,TX,2018,477
US,TX,2019,567
US,TX,2020,697
US,TX,2021,778
US,TX,2022,764
US,TX,2023,837
US,TX,2024,589
US,UT,1988,15
US,UT,1989,25
US,UT,1990,25
US,UT,1991,27
US,UT,1992,25
US,UT,1993,25
US,UT,1994,30
US,UT,1995,29
US,UT,1996,39
US,UT,1997,33
US,UT,1998,32
US,UT,1999,40
US,UT,2000,57
US,UT,2001,56
US,UT,2002,47
US,UT,2003,48
US,UT,2004,55
US,UT,2005,56
US,UT,2006,43
US,UT,2007,51
US,UT,2008,49
US,UT,2009,50
US,UT,2010,53
US,UT,2011,50
US,UT,2012,56
US,UT,2013,51
US,UT,2014,63
US,UT,2015,64
US,UT,2016,61
US,UT,2017,69
US,UT,2018,64
US,UT,2019,70
US,UT,2020,72
US,UT,2021,73
US,UT,2022,73
US,UT,2023,77
US,UT,2024,55
US,VA,1988,112
US,VA,1989,170
US,VA,1990,163
US,VA,1991,149
US,VA,1992,172
US,VA,1993,170
US,VA,1994,211
US,VA,1995,219
US,VA,1996,229
US,VA,1997,252
US,VA,1998,280
US,VA,1999,348
US,VA,2000,455
US,VA,2001,428
US,VA,2002,388
US,VA,2003,358
US,VA,2004,353
US,VA,2005,332
US,VA,2006,343
US,VA,2007,339
US,VA,2008,352
US,VA,2009,366
US,VA,2010,385
US,VA,2011,401
US,VA,2012,431
US,VA,2013,517
US,VA,2014,535
US,VA,2015,577
US,VA,2016,602
US,VA,2017,655
US,VA,2018,710
US,VA,2019,769
US,VA,2020,935
US,VA,2021,1021
US,VA,2022,1013
US,VA,2023,1046
US,VA,2024,803
US,VT,1988,44
US,VT,1989,65
US,VT,1990,64
US,VT,1991,60
US,VT,1992,60
US,VT,1993,66
US,VT,1994,79
US,VT,1995,84
US,VT,1996,81
US,VT,1997,86
US,VT,1998,93
US,VT,1999,118
US,VT,2000,144
US,VT,2001,124
US,VT,2002,118
US,VT,2003,128
US,VT,2004,125
US,VT,2005,132
US,VT,2006,131
US,VT,2007,121
US,VT,2008,111
US,VT,2009,114
US,VT,2010,115
US,VT,2011,127
US,VT,2012,133
US,VT,2013,140
US,VT,2014,130
US,VT,2015,141
US,VT,2016,145
US,VT,2017,132
US,VT,2018,144
US,VT,2019,154
US,VT,2020,193
US,VT,2021,204
US,VT,2022,196
US,VT,2023,205
US,VT,2024,156
US,WA,1988,96
US,WA,1989,163
US,WA,1990,185
US,WA,1991,120
US,WA,1992,111
US,WA,1993,181
US,WA,1994,255
US,WA,1995,258
US,WA,1996,243
US,WA,1997,242
US,WA,1998,258
US,WA,1999,282
US,WA,2000,361
US,WA,2001,352
US,WA,2002,307
US,WA,2003,298
US,WA,2004,314
US,WA,2005,295
US,WA,2006,294
US,WA,2007,334
US,WA,2008,297
US,WA,2009,271
US,WA,2010,322
US,WA,2011,350
US,WA,2012,375
US,WA,2013,419
US,WA,2014,403
US,WA,2015,420
US,WA,2016,425
US,WA,2017,438
US,WA,2018,439
US,WA,2019,489
US,WA,2020,588
US,WA,2021,583
US,WA,2022,545
US,WA,2023,624
US,WA,2024,483
US,WI,1988,115
US,WI,1989,172
US,WI,1990,167
US,WI,1991,168
US,WI,1992,176
US,WI,1993,180
US,WI,1994,201
US,WI,1995,204
US,WI,1996,189
US,WI,1997,204
US,WI,1998,207
US,WI,1999,249
US,WI,2000,320
US,WI,2001,281
US,WI,2002,277
US,WI,2003,289
US,WI,2004,270
US,WI,2005,258
US,WI,2006,261
US,WI,2007,273
US,WI,2008,294
US,WI,2009,282
US,WI,2010,281
US,WI,2011,306
US,WI,2012,320
US,WI,2013,363
US,WI,2014,351
US,WI,2015,348
US,WI,2016,345
US,WI,2017,357
US,WI,2018,374
US,WI,2019,378
US,WI,2020,470
US,WI,2021,489
US,WI,2022,528
US,WI,2023,559
US,WI,2024,395
US,WV,1988,38
US,WV,1989,49
US,WV,1990,43
US,WV,1991,39
US,WV,1992,38
US,WV,1993,40
US,WV,1994,48
US,WV,1995,51
US,WV,1996,63
US,WV,1997,54
US,WV,1998,59
US,WV,1999,60
US,WV,2000,71
US,WV,2001,78
US,WV,2002,70
US,WV,2003,64
US,WV,2004,65
US,WV,2005,59
US,WV,2006,60
US,WV,2007,65
US,WV,2008,59
US,WV,2009,67
US,WV,2010,69
US,WV,2011,69
US,WV,2012,71
US,WV,2013,80
US,WV,2014,78
US,WV,2015,84
US,WV,2016,85
US,WV,2017,75
US,WV,2018,81
US,WV,2019,86
US,WV,2020,94
US,WV,2021,86
US,WV,2022,90
US,WV,2023,85
US,WV,2024,60
US,WY,1988,8
US,WY,1989,15
US,WY,1990,14
US,WY,1991,14
US,WY,1992,17
US,WY,1993,16
US,WY,1994,13
US,WY,1995,13
US,WY,1996,20
US,WY,1997,20
US,WY,1998,19
US,WY,1999,25
US,WY,2000,41
US,WY,2001,39
US,WY,2002,30
US,WY,2003,28
US,WY,2004,26
US,WY,2005,25
US,WY,2006,30
US,WY,2007,33
US,WY,2008,30
US,WY,2009,31
US,WY,2010,26
US,WY,2011,30
US,WY,2012,38
US,WY,2013,37
US,WY,2014,38
US,WY,2015,38
US,WY,2016,35
US,WY,2017,37
US,WY,2018,31
US,WY,2019,37
US,WY,2020,37
US,WY,2021,35
US,WY,2022,31
US,WY,2023,41
US,WY,2024,28
