YEAR,COUNTRY,STATE/PROVINCE,SPECIES_CODE,COMMON_NAME,INVASIVE,TOTAL_COUNTED,AVERAGE_COUNTED,LOCATIONS
2011,US,MD,yesfli,Northern Flicker (Yellow-shafted),0,1.0,1.0,1
2011,US,MD,y00033,Carolina/Black-capped Chickadee,0,1709.0,2.5776772247360484,92
2011,US,WV,eursta,European Starling,1,1320.0,5.617021276595745,40
2011,US,WV,dowwoo,Downy Woodpecker,0,965.0,1.5845648604269293,63
2011,US,MA,haiwoo,Hairy Woodpecker,0,1747.0,1.2733236151603498,212
2011,US,MA,houfin,House Finch,0,5488.0,3.5659519168291096,236
2011,US,MA,houspa,House Sparrow,1,18692.0,10.867441860465116,214
2011,US,MA,houwre,House Wren,0,1.0,1.0,1
2011,US,MA,purmar,Purple Martin,0,6.0,6.0,1
2011,US,MA,rebwoo,Red-bellied Woodpecker,0,1641.0,1.1247429746401645,231
2011,US,WV,easblu,Eastern Bluebird,0,103.0,2.019607843137255,16
2011,US,MA,rehwoo,Red-headed Woodpecker,0,4.0,1.3333333333333333,3
2011,US,MA,tuftit,Tufted Titmouse,0,7869.0,2.5598568640208197,315
2011,US,MA,whbnut,White-breasted Nuthatch,0,4465.0,1.5503472222222223,310
2011,US,WV,bkcchi,Black-capped Chickadee,0,619.0,2.892523364485981,30
2011,US,WV,brncre,Brown Creeper,0,110.0,1.2359550561797752,19
2011,US,WV,carchi,Carolina Chickadee,0,633.0,2.6936170212765957,22
2011,US,WV,carwre,Carolina Wren,0,483.0,1.3342541436464088,56
2011,US,MA,treswa,Tree Swallow,0,3.0,1.5,1
2011,US,MD,winwre3,Winter Wren,0,15.0,1.0714285714285714,14
2011,US,MD,whbnut,White-breasted Nuthatch,0,2541.0,1.3839869281045751,235
2011,US,MD,tuftit,Tufted Titmouse,0,5492.0,2.255441478439425,272
2011,US,MD,norfli,Northern Flicker,0,391.0,1.3120805369127517,96
2011,US,MD,labwoo,Ladder-backed Woodpecker,0,1.0,1.0,1
2011,US,MD,houwre,House Wren,0,2.0,1.0,2
2011,US,MD,houspa,House Sparrow,1,10138.0,6.767690253671562,185
2011,US,MD,houfin,House Finch,0,9250.0,4.3611504007543616,253
2011,US,MD,haiwoo,Hairy Woodpecker,0,817.0,1.2588597842835132,119
2011,US,MD,rebwoo,Red-bellied Woodpecker,0,2136.0,1.2088285229202038,225
2011,US,MD,grcfly,Great Crested Flycatcher,0,1.0,1.0,1
2011,US,MD,easblu,Eastern Bluebird,0,722.0,2.515679442508711,71
2011,US,MD,dowwoo,Downy Woodpecker,0,3649.0,1.6518786781349026,257
2011,US,MD,carwre,Carolina Wren,0,1992.0,1.2810289389067524,226
2011,US,MD,carchi,Carolina Chickadee,0,3820.0,2.1198668146503885,189
2011,US,MD,brncre,Brown Creeper,0,232.0,1.0892018779342723,62
2011,US,MD,bnhnut,Brown-headed Nuthatch,0,11.0,1.5714285714285714,3
2011,US,MD,eursta,European Starling,1,6389.0,7.887654320987655,157
2011,US,MD,rehwoo,Red-headed Woodpecker,0,33.0,1.2692307692307692,16
2011,US,MD,bkcchi,Black-capped Chickadee,0,599.0,2.7990654205607477,67
2011,CA,NT,borchi2,Boreal Chickadee,0,10.0,1.6666666666666667,1
2011,US,PA,rebwoo,Red-bellied Woodpecker,0,4807.0,1.2105263157894737,562
2011,US,MD,treswa,Tree Swallow,0,74.0,18.5,2
2011,US,CA,vigswa,Violet-green Swallow,0,29.0,4.833333333333333,4
2011,US,CA,treswa,Tree Swallow,0,18.0,6.0,3
2011,US,CA,resfli,Northern Flicker (Red-shafted),0,34.0,1.3076923076923077,3
2011,US,CA,pygnut,Pygmy Nuthatch,0,972.0,3.8725099601593627,33
2011,US,CA,oaktit,Oak Titmouse,0,2994.0,1.5075528700906344,266
2011,US,CA,nutwoo,Nuttall's Woodpecker,0,1029.0,1.241254523522316,154
2011,US,CA,norfli,Northern Flicker,0,906.0,1.4403815580286168,160
2011,US,CA,mouchi,Mountain Chickadee,0,930.0,3.4444444444444446,52
2011,US,CA,lewwoo,Lewis's Woodpecker,0,11.0,1.0,2
2011,US,CA,labwoo,Ladder-backed Woodpecker,0,56.0,1.696969696969697,6
2011,US,CA,juntit1,Juniper Titmouse,0,25.0,1.5625,6
2011,US,CA,houwre,House Wren,0,122.0,1.2448979591836735,46
2011,CA,NT,haiwoo,Hairy Woodpecker,0,7.0,1.1666666666666667,1
2011,US,MA,eursta,European Starling,1,5356.0,7.2771739130434785,158
2011,US,MA,easblu,Eastern Bluebird,0,618.0,2.9855072463768115,46
2011,US,MA,norfli,Northern Flicker,0,475.0,1.2872628726287263,92
2011,US,MA,carwre,Carolina Wren,0,1497.0,1.2805816937553465,214
2011,US,OR,juntit1,Juniper Titmouse,0,1.0,1.0,1
2011,US,OR,moublu,Mountain Bluebird,0,5.0,1.6666666666666667,3
2011,US,OR,mouchi,Mountain Chickadee,0,788.0,3.310924369747899,35
2011,US,OR,norfli,Northern Flicker,0,2060.0,1.6680161943319838,168
2011,US,OR,oaktit,Oak Titmouse,0,157.0,1.6354166666666667,12
2011,US,PA,houfin,House Finch,0,27591.0,5.333655519041176,618
2011,US,PA,haiwoo,Hairy Woodpecker,0,3103.0,1.298326359832636,420
2011,US,PA,eursta,European Starling,1,20767.0,9.124340949033392,427
2011,US,OR,pygnut,Pygmy Nuthatch,0,266.0,3.911764705882353,9
2011,US,OR,resfli,Northern Flicker (Red-shafted),0,35.0,2.1875,1
2011,US,PA,easblu1,Eastern Bluebird (Eastern),0,2.0,2.0,1
2011,US,OR,houspa,House Sparrow,1,4107.0,6.602893890675241,90
2011,US,PA,easblu,Eastern Bluebird,0,1498.0,2.779220779220779,165
2011,US,MA,dowwoo,Downy Woodpecker,0,5677.0,1.8942275608942276,303
2011,US,PA,carwre,Carolina Wren,0,3408.0,1.2787992495309568,467
2011,US,PA,carchi,Carolina Chickadee,0,1637.0,2.457957957957958,115
2011,US,PA,brncre,Brown Creeper,0,479.0,1.145933014354067,109
2011,US,OR,winwre3,Winter Wren,0,15.0,1.0,7
2011,US,OR,wilsap,Williamson's Sapsucker,0,3.0,1.0,3
2011,US,OR,whbnut,White-breasted Nuthatch,0,500.0,1.408450704225352,61
2011,US,PA,bkcchi,Black-capped Chickadee,0,11239.0,3.013944757307589,458
2011,US,OR,wesblu,Western Bluebird,0,146.0,3.7435897435897436,13
2011,US,OR,vigswa,Violet-green Swallow,0,30.0,3.3333333333333335,5
2011,US,OR,treswa,Tree Swallow,0,51.0,4.25,7
2011,US,PA,dowwoo,Downy Woodpecker,0,9789.0,1.6968278731149247,648
2011,US,PA,bnhnut,Brown-headed Nuthatch,0,2.0,2.0,1
2011,US,OR,houfin,House Finch,0,7649.0,5.678544914625093,173
2011,US,OR,eursta,European Starling,1,6533.0,7.332210998877666,149
2011,US,MA,carchi,Carolina Chickadee,0,3.0,1.5,2
2011,US,MA,brncre,Brown Creeper,0,171.0,1.204225352112676,38
2011,US,MA,borchi2,Boreal Chickadee,0,9.0,9.0,1
2011,US,MA,bkcchi,Black-capped Chickadee,0,11078.0,3.3019374068554397,326
2011,US,PA,bewwre,Bewick's Wren,0,3.0,1.5,2
2011,US,PA,norfli,Northern Flicker,0,859.0,1.415156507413509,175
2011,US,PA,mouchi,Mountain Chickadee,0,1.0,1.0,1
2011,US,PA,labwoo,Ladder-backed Woodpecker,0,11.0,1.8333333333333333,2
2011,US,CA,houspa,House Sparrow,1,15401.0,9.070082449941108,243
2011,US,CA,houfin,House Finch,0,31896.0,8.195272353545734,462
2011,US,OR,haiwoo,Hairy Woodpecker,0,242.0,1.3988439306358382,44
2011,US,CA,haiwoo,Hairy Woodpecker,0,191.0,1.2649006622516556,44
2011,US,CA,dowwoo,Downy Woodpecker,0,675.0,1.271186440677966,110
2011,US,CA,chbchi,Chestnut-backed Chickadee,0,3903.0,2.7160751565762005,170
2011,US,CA,brncre,Brown Creeper,0,58.0,1.1153846153846154,24
2011,US,CA,britit,Bridled Titmouse,0,3.0,3.0,1
2011,US,CA,bkcchi,Black-capped Chickadee,0,249.0,2.515151515151515,35
2011,US,CA,bewwre1,Bewick's Wren (spilurus Group),0,1.0,1.0,1
2011,US,CA,bewwre,Bewick's Wren,0,907.0,1.1703225806451614,170
2011,US,CA,astfly,Ash-throated Flycatcher,0,1.0,1.0,1
2011,US,PA,juntit1,Juniper Titmouse,0,17.0,2.8333333333333335,3
2011,US,PA,houwre,House Wren,0,11.0,2.2,3
2011,US,PA,houspa,House Sparrow,1,27139.0,8.243924665856623,444
2011,US,CA,eursta,European Starling,1,1910.0,5.261707988980716,108
2011,US,OR,rxyfli,Northern Flicker (Yellow-shafted x Red-shafted),0,3.0,1.0,1
2012,US,NM,mouchi,Mountain Chickadee,0,782.0,2.215297450424929,48
2012,US,WI,carwre,Carolina Wren,0,34.0,1.0,15
2012,US,WI,bkcchi,Black-capped Chickadee,0,12516.0,3.943289224952741,315
2012,US,NM,norfli,Northern Flicker,0,598.0,1.4409638554216868,71
2012,US,NM,bkcchi,Black-capped Chickadee,0,222.0,1.9646017699115044,18
2012,US,NM,bewwre,Bewick's Wren,0,115.0,1.074766355140187,26
2012,US,NM,ariwoo,Arizona Woodpecker,0,1.0,1.0,1
2012,US,WI,rehwoo,Red-headed Woodpecker,0,22.0,1.2941176470588236,6
2012,US,WI,rebwoo,Red-bellied Woodpecker,0,2413.0,1.2679978980557016,249
2012,US,WI,norfli,Northern Flicker,0,230.0,1.1855670103092784,69
2012,US,WI,houspa,House Sparrow,1,16910.0,9.935370152761458,206
2012,US,WI,houfin,House Finch,0,9980.0,5.331196581196581,221
2012,US,NM,britit,Bridled Titmouse,0,13.0,1.8571428571428572,4
2012,US,NM,brncre,Brown Creeper,0,18.0,1.2857142857142858,2
2012,US,NM,dowwoo,Downy Woodpecker,0,217.0,1.24,33
2012,US,WA,pygnut,Pygmy Nuthatch,0,302.0,3.682926829268293,16
2012,US,NM,eursta,European Starling,1,1502.0,9.50632911392405,26
2012,US,NM,houfin,House Finch,0,8118.0,9.428571428571429,86
2012,US,NM,houspa,House Sparrow,1,5861.0,12.159751037344398,54
2012,US,NM,juntit1,Juniper Titmouse,0,278.0,1.4329896907216495,33
2012,US,NM,labwoo,Ladder-backed Woodpecker,0,184.0,1.2105263157894737,35
2012,US,NM,lewwoo,Lewis's Woodpecker,0,13.0,1.4444444444444444,2
2012,US,NM,moublu,Mountain Bluebird,0,38.0,2.235294117647059,9
2012,US,WI,haiwoo,Hairy Woodpecker,0,2615.0,1.4782362916902205,241
2012,US,WI,eursta,European Starling,1,2709.0,6.156818181818182,118
2012,US,WI,easblu,Eastern Bluebird,0,128.0,1.8028169014084507,36
2012,US,WI,dowwoo,Downy Woodpecker,0,5422.0,1.9985256173977146,296
2012,US,WI,brncre,Brown Creeper,0,183.0,1.0338983050847457,68
2012,US,WI,borchi2,Boreal Chickadee,0,7.0,2.3333333333333335,3
2012,US,NM,haiwoo,Hairy Woodpecker,0,285.0,1.4540816326530612,32
2012,US,NM,pygnut,Pygmy Nuthatch,0,365.0,4.244186046511628,10
2012,US,TX,easblu,Eastern Bluebird,0,731.0,2.328025477707006,88
2012,US,NM,wesblu,Western Bluebird,0,435.0,5.958904109589041,27
2012,US,WA,eursta,European Starling,1,6975.0,7.614628820960698,199
2012,US,WA,haiwoo,Hairy Woodpecker,0,798.0,1.3456998313659359,102
2012,US,WA,houfin,House Finch,0,14143.0,6.7123872804935925,282
2012,US,WA,houspa,House Sparrow,1,9742.0,9.02037037037037,163
2012,US,AL,houfin,House Finch,0,1785.0,4.944598337950138,53
2012,US,AL,haiwoo,Hairy Woodpecker,0,31.0,1.24,15
2012,US,AL,eursta,European Starling,1,246.0,6.648648648648648,12
2012,US,AL,easblu,Eastern Bluebird,0,184.0,2.021978021978022,23
2012,US,WA,dowwoo,Downy Woodpecker,0,1267.0,1.232490272373541,193
2012,US,AL,dowwoo,Downy Woodpecker,0,406.0,1.460431654676259,48
2012,US,AL,carchi,Carolina Chickadee,0,991.0,2.163755458515284,57
2012,US,AL,brncre,Brown Creeper,0,17.0,1.0,6
2012,US,AL,bnhnut,Brown-headed Nuthatch,0,165.0,1.434782608695652,22
2012,US,WA,houwre,House Wren,0,1.0,1.0,1
2012,US,WA,moublu,Mountain Bluebird,0,2.0,2.0,1
2012,US,WA,mouchi,Mountain Chickadee,0,473.0,2.556756756756757,40
2012,US,WA,norfli,Northern Flicker,0,3117.0,1.667736757624398,299
2012,US,TX,purmar,Purple Martin,0,348.0,7.404255319148936,16
2012,US,AL,carwre,Carolina Wren,0,469.0,1.4430769230769231,49
2012,US,TX,prowar,Prothonotary Warbler,0,1.0,1.0,1
2012,US,WA,chbchi,Chestnut-backed Chickadee,0,6815.0,2.9387667097887022,279
2012,US,WA,yesfli,Northern Flicker (Yellow-shafted),0,8.0,1.1428571428571428,3
2012,US,TX,carchi,Carolina Chickadee,0,5386.0,2.053373999237514,373
2012,US,TX,brncre,Brown Creeper,0,121.0,1.1308411214953271,43
2012,US,TX,borchi2,Boreal Chickadee,0,1.0,1.0,1
2012,US,TX,bnhnut,Brown-headed Nuthatch,0,32.0,1.103448275862069,7
2012,US,TX,bkcchi,Black-capped Chickadee,0,123.0,2.46,12
2012,US,TX,bewwre,Bewick's Wren,0,522.0,1.211136890951276,92
2012,US,TX,bcxtit1,Tufted x Black-crested Titmouse (hybrid),0,26.0,1.7333333333333334,1
2012,US,TX,astfly,Ash-throated Flycatcher,0,6.0,1.2,4
2012,US,WA,brncre,Brown Creeper,0,161.0,1.1180555555555556,41
2012,US,AL,whbnut,White-breasted Nuthatch,0,244.0,1.2774869109947644,33
2012,US,WA,bkcchi,Black-capped Chickadee,0,7766.0,2.750974140984768,334
2012,US,AL,tuftit,Tufted Titmouse,0,983.0,2.1604395604395603,54
2012,US,AL,rehwoo,Red-headed Woodpecker,0,6.0,1.5,2
2012,US,AL,norfli,Northern Flicker,0,22.0,1.375,11
2012,US,AL,houwre,House Wren,0,12.0,1.5,1
2012,US,AL,houspa,House Sparrow,1,673.0,5.471544715447155,19
2012,US,TX,carwre,Carolina Wren,0,1864.0,1.421815408085431,254
2012,US,AL,yebsap,Yellow-bellied Sapsucker,0,53.0,1.0392156862745099,19
2012,US,WA,bewwre,Bewick's Wren,0,699.0,1.1365853658536584,119
2012,US,NM,resfli,Northern Flicker (Red-shafted),0,10.0,2.5,1
2012,US,TX,norfli,Northern Flicker,0,223.0,1.3597560975609757,66
2012,US,TX,moublu,Mountain Bluebird,0,90.0,15.0,1
2012,US,NH,borchi2,Boreal Chickadee,0,3.0,1.5,2
2012,US,NH,brncre,Brown Creeper,0,103.0,1.10752688172043,27
2012,US,NH,carwre,Carolina Wren,0,135.0,1.1065573770491803,25
2012,US,NH,dowwoo,Downy Woodpecker,0,1762.0,1.6076642335766422,121
2012,US,NH,easblu,Eastern Bluebird,0,291.0,4.098591549295775,19
2012,US,NH,eursta,European Starling,1,960.0,4.824120603015075,43
2012,US,NH,haiwoo,Hairy Woodpecker,0,1208.0,1.3789954337899544,107
2012,US,NH,houfin,House Finch,0,994.0,3.6544117647058822,38
2012,US,TX,dowwoo,Downy Woodpecker,0,1018.0,1.3084832904884318,170
2012,US,NH,houspa,House Sparrow,1,1806.0,11.2875,34
2012,US,NH,rebwoo,Red-bellied Woodpecker,0,369.0,1.1388888888888888,59
2012,US,NH,tuftit,Tufted Titmouse,0,2355.0,2.2841901066925314,116
2012,US,NH,whbnut,White-breasted Nuthatch,0,1765.0,1.5633303808680248,125
2012,US,NH,y00033,Carolina/Black-capped Chickadee,0,3.0,3.0,1
2012,US,NH,yebsap,Yellow-bellied Sapsucker,0,6.0,1.2,4
2012,US,NM,yesfli,Northern Flicker (Yellow-shafted),0,9.0,1.0,2
2012,US,NM,wilsap,Williamson's Sapsucker,0,7.0,1.0,4
2012,US,NM,whbnut,White-breasted Nuthatch,0,448.0,1.4785478547854785,49
2012,US,NH,norfli,Northern Flicker,0,52.0,1.2682926829268293,15
2012,US,TX,mouchi,Mountain Chickadee,0,11.0,5.5,2
2012,US,TX,eursta,European Starling,1,2357.0,4.771255060728745,117
2012,US,TX,haiwoo,Hairy Woodpecker,0,52.0,1.2380952380952381,19
2012,US,TX,labwoo,Ladder-backed Woodpecker,0,429.0,1.4252491694352158,70
2012,US,TX,juntit1,Juniper Titmouse,0,27.0,1.588235294117647,1
2012,US,TX,houwre,House Wren,0,120.0,1.25,37
2012,US,WA,winwre3,Winter Wren,0,77.0,1.1846153846153846,22
2012,US,WA,whbnut,White-breasted Nuthatch,0,102.0,1.3076923076923077,28
2012,US,WA,wesblu,Western Bluebird,0,1.0,1.0,1
2012,US,WA,vigswa,Violet-green Swallow,0,25.0,4.166666666666667,6
2012,US,WA,treswa,Tree Swallow,0,3.0,1.5,2
2012,US,TX,gofwoo,Golden-fronted Woodpecker,0,630.0,1.47196261682243,73
2012,US,WA,rxyfli,Northern Flicker (Yellow-shafted x Red-shafted),0,5.0,1.25,1
2012,US,NH,bkcchi,Black-capped Chickadee,0,5366.0,3.8548850574712645,135
2012,US,WI,yebsap,Yellow-bellied Sapsucker,0,22.0,1.0476190476190477,17
2012,US,WI,y00033,Carolina/Black-capped Chickadee,0,17.0,1.7,5
2012,US,WI,whbnut,White-breasted Nuthatch,0,4197.0,1.6943883730318934,276
2012,US,WI,tuftit,Tufted Titmouse,0,1549.0,1.9218362282878412,104
2012,US,WI,treswa,Tree Swallow,0,5.0,2.5,2
2012,US,TX,houspa,House Sparrow,1,26179.0,10.530571198712792,343
2012,US,TX,houfin,House Finch,0,9706.0,4.613117870722434,336
2012,US,WA,resfli,Northern Flicker (Red-shafted),0,23.0,1.5333333333333334,5
2012,US,AL,rebwoo,Red-bellied Woodpecker,0,310.0,1.2653061224489797,40
2012,US,NJ,yebsap,Yellow-bellied Sapsucker,0,151.0,1.1185185185185185,59
2012,US,TX,rebwoo,Red-bellied Woodpecker,0,1375.0,1.2420957542908762,218
2012,CA,QC,rehwoo,Red-headed Woodpecker,0,1.0,1.0,1
2012,CA,QC,rebwoo,Red-bellied Woodpecker,0,17.0,1.0,6
2012,CA,QC,pygnut,Pygmy Nuthatch,0,4.0,2.0,2
2012,CA,QC,norfli,Northern Flicker,0,14.0,1.1666666666666667,11
2012,CA,QC,mouchi,Mountain Chickadee,0,13.0,6.5,2
2012,CA,QC,houspa,House Sparrow,1,7240.0,10.647058823529411,80
2012,CA,QC,houfin,House Finch,0,2415.0,4.327956989247312,81
2012,CA,QC,haiwoo,Hairy Woodpecker,0,2069.0,1.53486646884273,174
2012,US,CT,bkcchi,Black-capped Chickadee,0,6068.0,2.804066543438078,253
2012,US,CA,astfly,Ash-throated Flycatcher,0,1.0,1.0,1
2012,US,CA,bewwre,Bewick's Wren,0,1051.0,1.1313240043057051,178
2012,US,CA,bkcchi,Black-capped Chickadee,0,285.0,2.766990291262136,32
2012,US,CA,brncre,Brown Creeper,0,55.0,1.0784313725490196,27
2012,US,CA,chbchi,Chestnut-backed Chickadee,0,3902.0,2.4649399873657614,199
2012,US,CA,dowwoo,Downy Woodpecker,0,621.0,1.2673469387755103,108
2012,US,CA,eursta,European Starling,1,3128.0,8.937142857142858,101
2012,US,CA,haiwoo,Hairy Woodpecker,0,144.0,1.3980582524271845,27
2012,US,CA,houfin,House Finch,0,36970.0,8.857211308097748,491
2012,US,CA,houspa,House Sparrow,1,14449.0,8.256571428571428,261
2012,US,CA,houwre,House Wren,0,127.0,1.0854700854700854,44
2012,US,CA,juntit1,Juniper Titmouse,0,38.0,1.4615384615384615,12
2012,US,CA,labwoo,Ladder-backed Woodpecker,0,56.0,1.5135135135135136,6
2012,US,CA,lewwoo,Lewis's Woodpecker,0,25.0,2.0833333333333335,3
2012,US,CA,mouchi,Mountain Chickadee,0,833.0,2.814189189189189,48
2012,US,CA,norfli,Northern Flicker,0,1054.0,1.5731343283582089,166
2012,US,CA,nutwoo,Nuttall's Woodpecker,0,1111.0,1.2276243093922652,174
2012,US,CA,oaktit,Oak Titmouse,0,3029.0,1.4833496571988247,272
2012,US,CA,pygnut,Pygmy Nuthatch,0,782.0,3.5545454545454547,32
2012,US,CA,resfli,Northern Flicker (Red-shafted),0,25.0,1.25,4
2012,CA,QC,treswa,Tree Swallow,0,3.0,1.0,2
2012,CA,QC,tuftit,Tufted Titmouse,0,168.0,1.6310679611650485,19
2012,CA,QC,whbnut,White-breasted Nuthatch,0,1962.0,1.5034482758620689,159
2012,CA,QC,yebsap,Yellow-bellied Sapsucker,0,2.0,1.0,2
2012,US,UT,bkcchi,Black-capped Chickadee,0,705.0,2.266881028938907,45
2012,US,UT,brncre,Brown Creeper,0,1.0,1.0,1
2012,US,UT,dowwoo,Downy Woodpecker,0,131.0,1.1491228070175439,22
2012,US,UT,eursta,European Starling,1,4360.0,27.59493670886076,40
2012,US,UT,haiwoo,Hairy Woodpecker,0,4.0,1.0,4
2012,US,UT,houfin,House Finch,0,6237.0,13.529284164859002,54
2012,US,UT,houspa,House Sparrow,1,4710.0,15.912162162162161,41
2012,US,UT,juntit1,Juniper Titmouse,0,6.0,1.5,1
2012,US,UT,mouchi,Mountain Chickadee,0,7.0,1.1666666666666667,3
2012,US,UT,norfli,Northern Flicker,0,230.0,1.377245508982036,35
2012,US,UT,wesblu,Western Bluebird,0,1.0,1.0,1
2012,US,UT,whbnut,White-breasted Nuthatch,0,5.0,1.0,1
2012,US,CT,yebsap,Yellow-bellied Sapsucker,0,88.0,1.0476190476190477,27
2012,US,CT,y00033,Carolina/Black-capped Chickadee,0,27.0,3.857142857142857,6
2012,US,CA,treswa,Tree Swallow,0,41.0,5.125,4
2012,US,CT,winwre3,Winter Wren,0,8.0,1.0,5
2012,US,CT,tuftit,Tufted Titmouse,0,6648.0,3.010869565217391,254
2012,US,CT,rehwoo,Red-headed Woodpecker,0,2.0,1.0,1
2012,US,CT,rebwoo,Red-bellied Woodpecker,0,2031.0,1.190504103165299,233
2012,US,CT,norfli,Northern Flicker,0,468.0,1.2348284960422165,97
2012,US,CT,mouchi,Mountain Chickadee,0,6.0,6.0,1
2012,US,CT,houspa,House Sparrow,1,8288.0,7.225806451612903,165
2012,US,CT,houfin,House Finch,0,6637.0,4.514965986394558,210
2012,US,CT,haiwoo,Hairy Woodpecker,0,1302.0,1.2352941176470589,181
2012,US,CT,eursta,European Starling,1,4919.0,6.506613756613756,140
2012,US,CT,easblu,Eastern Bluebird,0,361.0,2.7142857142857144,47
2012,US,CT,dowwoo,Downy Woodpecker,0,4124.0,1.9591448931116389,246
2012,US,CT,carwre,Carolina Wren,0,823.0,1.3042789223454834,155
2012,US,CT,brncre,Brown Creeper,0,49.0,1.0425531914893618,22
2012,US,CT,bnhnut,Brown-headed Nuthatch,0,2.0,2.0,1
2012,US,CT,whbnut,White-breasted Nuthatch,0,3189.0,1.5921118322516226,243
2012,US,VT,bewwre,Bewick's Wren,0,1.0,1.0,1
2012,US,CA,vigswa,Violet-green Swallow,0,8.0,2.0,3
2012,US,CA,whbnut,White-breasted Nuthatch,0,1744.0,1.5021533161068046,184
2012,US,VA,bkcchi,Black-capped Chickadee,0,820.0,3.037037037037037,71
2012,US,CO,yesfli,Northern Flicker (Yellow-shafted),0,1.0,1.0,1
2012,US,CO,whbnut,White-breasted Nuthatch,0,1014.0,1.5794392523364487,110
2012,US,CO,wesblu,Western Bluebird,0,53.0,2.2083333333333335,15
2012,US,CO,treswa,Tree Swallow,0,13.0,2.1666666666666665,2
2012,US,CO,resfli,Northern Flicker (Red-shafted),0,7.0,1.4,2
2012,US,CO,rebwoo,Red-bellied Woodpecker,0,21.0,1.2352941176470589,1
2012,US,CO,pygnut,Pygmy Nuthatch,0,1658.0,4.37467018469657,50
2012,US,CO,norfli,Northern Flicker,0,2551.0,1.8661302121433796,192
2012,US,CO,mouchi,Mountain Chickadee,0,2325.0,2.7777777777777777,128
2012,US,CO,moublu,Mountain Bluebird,0,32.0,2.4615384615384617,10
2012,US,CO,lewwoo,Lewis's Woodpecker,0,15.0,1.0714285714285714,3
2012,US,CO,juntit1,Juniper Titmouse,0,55.0,1.1702127659574468,8
2012,US,CO,houspa,House Sparrow,1,11382.0,11.555329949238578,148
2012,US,CO,houfin,House Finch,0,20655.0,11.182999458581483,203
2012,US,CO,haiwoo,Hairy Woodpecker,0,615.0,1.5222772277227723,74
2012,US,CO,eursta,European Starling,1,5089.0,9.786538461538461,106
2012,US,CO,dowwoo,Downy Woodpecker,0,1383.0,1.3816183816183816,165
2012,US,CO,brncre,Brown Creeper,0,55.0,1.1956521739130435,20
2012,US,CO,bkcchi,Black-capped Chickadee,0,3342.0,2.345263157894737,189
2012,US,CO,bewwre,Bewick's Wren,0,3.0,1.5,2
2012,CA,QC,eursta,European Starling,1,8067.0,7.428176795580111,140
2012,CA,QC,easblu,Eastern Bluebird,0,9.0,1.8,5
2012,CA,QC,dowwoo,Downy Woodpecker,0,2212.0,1.4476439790575917,180
2012,CA,QC,carwre,Carolina Wren,0,90.0,1.1688311688311688,16
2012,CA,QC,brncre,Brown Creeper,0,64.0,1.0158730158730158,29
2012,CA,QC,borchi2,Boreal Chickadee,0,33.0,1.9411764705882353,8
2012,CA,QC,bkcchi,Black-capped Chickadee,0,11938.0,4.868678629690049,208
2012,CA,QC,bkbwoo,Black-backed Woodpecker,0,2.0,1.0,1
2012,US,VA,bnhnut,Brown-headed Nuthatch,0,121.0,1.3595505617977528,29
2012,US,VA,brncre,Brown Creeper,0,191.0,1.0730337078651686,73
2012,US,VA,carchi,Carolina Chickadee,0,5856.0,2.222390891840607,288
2012,US,VA,carwre,Carolina Wren,0,4009.0,1.4206236711552092,378
2012,CA,AB,bkcchi,Black-capped Chickadee,0,5500.0,4.986400725294651,116
2012,CA,AB,borchi2,Boreal Chickadee,0,302.0,2.2706766917293235,21
2012,CA,AB,brncre,Brown Creeper,0,28.0,1.1666666666666667,12
2012,CA,AB,dowwoo,Downy Woodpecker,0,1382.0,1.7994791666666667,98
2012,CA,AB,eursta,European Starling,1,1549.0,20.116883116883116,28
2012,CA,AB,haiwoo,Hairy Woodpecker,0,679.0,1.4665226781857452,61
2012,CA,AB,houfin,House Finch,0,2459.0,7.542944785276074,49
2012,CA,AB,houspa,House Sparrow,1,11410.0,18.082408874801903,78
2012,CA,AB,mouchi,Mountain Chickadee,0,189.0,2.554054054054054,13
2012,CA,AB,norfli,Northern Flicker,0,475.0,1.6379310344827587,55
2012,CA,AB,rxyfli,Northern Flicker (Yellow-shafted x Red-shafted),0,9.0,1.5,1
2012,CA,AB,whbnut,White-breasted Nuthatch,0,636.0,1.403973509933775,65
2012,CA,AB,yesfli,Northern Flicker (Yellow-shafted),0,4.0,1.0,1
2012,US,VA,yebsap,Yellow-bellied Sapsucker,0,300.0,1.0909090909090908,101
2012,US,CA,wesblu,Western Bluebird,0,849.0,3.053956834532374,95
2012,US,VA,y00033,Carolina/Black-capped Chickadee,0,2709.0,2.357702349869452,174
2012,US,VA,whbnut,White-breasted Nuthatch,0,3757.0,1.3827751196172249,357
2012,US,VA,tuftit,Tufted Titmouse,0,9314.0,2.5351115949918346,410
2012,US,VA,treswa,Tree Swallow,0,32.0,2.6666666666666665,8
2012,US,VA,rehwoo,Red-headed Woodpecker,0,54.0,1.1020408163265305,24
2012,US,VA,rebwoo,Red-bellied Woodpecker,0,3520.0,1.246900460503011,358
2012,US,VA,norfli,Northern Flicker,0,611.0,1.3168103448275863,149
2012,US,VA,juntit1,Juniper Titmouse,0,2.0,2.0,1
2012,US,VA,houwre,House Wren,0,10.0,1.1111111111111112,8
2012,US,VA,houspa,House Sparrow,1,8742.0,5.76268951878708,210
2012,US,VA,houfin,House Finch,0,13369.0,4.416584076643542,380
